CODIGO,NOME,DOCUMENTO,CEP,CPF_SOCIO
46931003338435,Srta. Gabriela Montenegro,68345079000126,68334559,37042896122
20018346268094,Ana Sophia Pinto,68273901000190,10106882,98206357130
20018346268094,Ana Sophia Pinto,68273901000190,10106882,76580324929
32450997558433,Dr. Rhavi Nascimento,40216789000137,55378914,39054768274
32450997558433,Dr. Rhavi Nascimento,40216789000137,55378914,69714520380
32450997558433,Dr. Rhavi Nascimento,40216789000137,55378914,49856023106
51519984181772,Rael Sá,93506781000171,93384368,35296084756
51519984181772,Rael Sá,93506781000171,93384368,98571430241
99654756678948,Dr. Heitor Carvalho,94056182000166,40799571,21034965824
99654756678948,Dr. Heitor Carvalho,94056182000166,40799571,17295683003
93902381798887,João Gabriel Marques,63497108000151,59747135,21397480696
93902381798887,João Gabriel Marques,63497108000151,59747135,46718350966
19822311171147,Nicole Sousa,20549187000194,71372767,30821765930
19822311171147,Nicole Sousa,20549187000194,71372767,14307596820
50938853269430,Helena Fernandes,28410973000118,82402732,91265743819
50938853269430,Helena Fernandes,28410973000118,82402732,41803267526
71289517183081,Heitor Correia,27056384000110,76215263,85607941310
71289517183081,Heitor Correia,27056384000110,76215263,62135498700
71289517183081,Heitor Correia,27056384000110,76215263,71890452602
49781376052188,Liam Sales,47685391000199,60386994,81570349657
49781376052188,Liam Sales,47685391000199,60386994,49530782179
49781376052188,Liam Sales,47685391000199,60386994,76421359809
49781376052188,Liam Sales,47685391000199,60386994,02148659324
48862495279043,Ana Lívia Sampaio,93865174000106,37962811,30524981779
48862495279043,Ana Lívia Sampaio,93865174000106,37962811,67312048544
50527999246964,Théo Garcia,05623174000124,45284708,98715236455
50527999246964,Théo Garcia,05623174000124,45284708,79481530205
62545958634448,Sr. Pedro Correia,70135489000194,73181787,42576019811
62545958634448,Sr. Pedro Correia,70135489000194,73181787,18293476591
74098692096332,Lucas Costa,75318940000122,10051352,68710592458
74098692096332,Lucas Costa,75318940000122,10051352,67105439270
86454340582809,Alice da Rocha,46573928000166,18482686,53097164243
86454340582809,Alice da Rocha,46573928000166,18482686,13685247964
20837147720523,Kevin Almeida,21647038000120,57925336,27149630561
20837147720523,Kevin Almeida,21647038000120,57925336,32957468000
20837147720523,Kevin Almeida,21647038000120,57925336,38095672483
97799735339729,Vicente Duarte,03154726000177,62398038,75693184048
97799735339729,Vicente Duarte,03154726000177,62398038,85197420685
46900568916262,Amanda Casa Grande,10542867000122,87160639,87935406120
46900568916262,Amanda Casa Grande,10542867000122,87160639,37829405123
46900568916262,Amanda Casa Grande,10542867000122,87160639,37608954256
50906404530628,Sofia Duarte,97051326000180,35100250,49326780538
50906404530628,Sofia Duarte,97051326000180,35100250,10487925360
50906404530628,Sofia Duarte,97051326000180,35100250,81296753409
62204610865337,Heloisa Guerra,47839051000175,28341512,10269843787
62204610865337,Heloisa Guerra,47839051000175,28341512,72548960102
62204610865337,Heloisa Guerra,47839051000175,28341512,98652071411
43117634485424,Srta. Yasmin Sales,75208693000101,71819232,36049157243
43117634485424,Srta. Yasmin Sales,75208693000101,71819232,25036194799
35591733137628,Henrique Barbosa,51693078000170,21130926,02354187904
35591733137628,Henrique Barbosa,51693078000170,21130926,78546923191
59587977936043,Raquel Novais,01852369000195,81525059,80279135432
59587977936043,Raquel Novais,01852369000195,81525059,10265894794
59587977936043,Raquel Novais,01852369000195,81525059,93485612006
28324091665749,Breno Rodrigues,89107235000190,39355397,38540679256
28324091665749,Breno Rodrigues,89107235000190,39355397,81964702313
66173807192467,Breno Fonseca,95873120000100,44258142,14256738053
66173807192467,Breno Fonseca,95873120000100,44258142,02658397186
66173807192467,Breno Fonseca,95873120000100,44258142,35478962155
84854092271599,Ana Vitória Brito,49520861000190,23722920,23457068992
84854092271599,Ana Vitória Brito,49520861000190,23722920,21697845002
44054235713203,Vitória Nascimento,61307582000148,52816447,81570349657
44054235713203,Vitória Nascimento,61307582000148,52816447,42187635007
23348274910996,Manuela da Costa,35624197000114,79687695,97412803514
23348274910996,Manuela da Costa,35624197000114,79687695,98431605766
23348274910996,Manuela da Costa,35624197000114,79687695,24963710803
12390630334058,Henrique Câmara,36405982000149,80396004,18549703648
12390630334058,Henrique Câmara,36405982000149,80396004,54986037200
12390630334058,Henrique Câmara,36405982000149,80396004,05761842335
11135274256703,Dra. Julia Azevedo,50938612000106,40871889,05361279480
11135274256703,Dra. Julia Azevedo,50938612000106,40871889,40193682796
11135274256703,Dra. Julia Azevedo,50938612000106,40871889,67439281004
11135274256703,Dra. Julia Azevedo,50938612000106,40871889,81527069494
11135274256703,Dra. Julia Azevedo,50938612000106,40871889,81743256035
11135274256703,Dra. Julia Azevedo,50938612000106,40871889,20376418508
42284737140007,José Castro,36415928000184,75952319,75419320860
42284737140007,José Castro,36415928000184,75952319,23897456010
42284737140007,José Castro,36415928000184,75952319,48927310560
94137118383750,Calebe Abreu,07832951000176,83236393,46792830178
94137118383750,Calebe Abreu,07832951000176,83236393,07146853993
94137118383750,Calebe Abreu,07832951000176,83236393,84369721040
81003288342972,Luiz Miguel da Cruz,95241067000124,47665441,29178364582
81003288342972,Luiz Miguel da Cruz,95241067000124,47665441,13507698439
81003288342972,Luiz Miguel da Cruz,95241067000124,47665441,76025148902
82570896980236,Nathan Sousa,85639207000163,43860327,75693184048
82570896980236,Nathan Sousa,85639207000163,43860327,49851763209
82570896980236,Nathan Sousa,85639207000163,43860327,61248759346
93979034197079,Antônio Andrade,63241570000193,33932859,51987236491
93979034197079,Antônio Andrade,63241570000193,33932859,08152746371
78198560163190,Sabrina Casa Grande,92165784000126,28816252,46180953260
78198560163190,Sabrina Casa Grande,92165784000126,28816252,79085436184
78198560163190,Sabrina Casa Grande,92165784000126,28816252,19837420588
78198560163190,Sabrina Casa Grande,92165784000126,28816252,06713482996
78198560163190,Sabrina Casa Grande,92165784000126,28816252,50369174216
63319690555692,João Miguel Pinto,08195643000140,82409151,64803297592
63319690555692,João Miguel Pinto,08195643000140,82409151,19342067506
29786818623308,Maysa Andrade,75489102000111,57969576,74605123890
29786818623308,Maysa Andrade,75489102000111,57969576,98041536298
29786818623308,Maysa Andrade,75489102000111,57969576,84396157010
66954593029705,Clara Cirino,09635817000100,90787462,30129674516
66954593029705,Clara Cirino,09635817000100,90787462,57930268195
64210552082100,Amanda Fernandes,94851602000104,50383974,02945731606
64210552082100,Amanda Fernandes,94851602000104,50383974,71236985095
30459041014539,Sra. Maria Alice Rocha,50671289000149,82667143,26147509802
30459041014539,Sra. Maria Alice Rocha,50671289000149,82667143,09175832640
30459041014539,Sra. Maria Alice Rocha,50671289000149,82667143,85267190411
64601429468477,Maria Flor Nascimento,80216594000101,43570907,15389402723
64601429468477,Maria Flor Nascimento,80216594000101,43570907,72486395164
64601429468477,Maria Flor Nascimento,80216594000101,43570907,40869523198
32473913806807,Maria Fernanda Siqueira,73498610000130,99224988,26904138769
32473913806807,Maria Fernanda Siqueira,73498610000130,99224988,08569237103
32473913806807,Maria Fernanda Siqueira,73498610000130,99224988,30268975159
32473913806807,Maria Fernanda Siqueira,73498610000130,99224988,65039142889
31412989846853,Olivia Andrade,13294567000160,65848144,19583607401
31412989846853,Olivia Andrade,13294567000160,65848144,46037918520
96415840473088,Maria Vitória Barros,06845172000142,57921516,29605438747
96415840473088,Maria Vitória Barros,06845172000142,57921516,67089251411
25682484671018,Ester Cavalcanti,69570124000109,60046321,02945731606
25682484671018,Ester Cavalcanti,69570124000109,60046321,68209573438
25682484671018,Ester Cavalcanti,69570124000109,60046321,28501437662
25682484671018,Ester Cavalcanti,69570124000109,60046321,21860495702
25682484671018,Ester Cavalcanti,69570124000109,60046321,02651497380
25682484671018,Ester Cavalcanti,69570124000109,60046321,98041536298
25682484671018,Ester Cavalcanti,69570124000109,60046321,50986412767
25682484671018,Ester Cavalcanti,69570124000109,60046321,04867259365
10770524902123,Fernanda Novaes,38420519000100,56476790,23095671407
10770524902123,Fernanda Novaes,38420519000100,56476790,18307294622
26377589105355,Gabriela Castro,93158047000169,43014193,14256738053
26377589105355,Gabriela Castro,93158047000169,43014193,59413607893
61489177080192,Sra. Isadora Sampaio,81965203000114,24172717,98704215630
61489177080192,Sra. Isadora Sampaio,81965203000114,24172717,03647518948
61489177080192,Sra. Isadora Sampaio,81965203000114,24172717,40615738966
18479960361364,Melissa Pires,12048653000120,80044316,37649150216
18479960361364,Melissa Pires,12048653000120,80044316,61572849002
30689262962391,Gael da Cunha,16230759000109,76351630,38621759446
30689262962391,Gael da Cunha,16230759000109,76351630,52318406707
30689262962391,Gael da Cunha,16230759000109,76351630,83257941609
30689262962391,Gael da Cunha,16230759000109,76351630,21340987678
30689262962391,Gael da Cunha,16230759000109,76351630,40283951605
30689262962391,Gael da Cunha,16230759000109,76351630,31584907657
46329169640914,Thomas Siqueira,04857192000108,16930696,97412803514
46329169640914,Thomas Siqueira,04857192000108,16930696,38907126496
46329169640914,Thomas Siqueira,04857192000108,16930696,92350678474
46329169640914,Thomas Siqueira,04857192000108,16930696,46180953260
29514667357233,Manuela Ferreira,09385617000147,40439002,36957812030
29514667357233,Manuela Ferreira,09385617000147,40439002,75830142988
56632879035223,Enzo Gabriel Machado,32158064000101,76167706,91024673561
56632879035223,Enzo Gabriel Machado,32158064000101,76167706,60743981510
77709783251575,Ana Julia Dias,78134625000133,86255892,12586470362
77709783251575,Ana Julia Dias,78134625000133,86255892,31798052695
36841441725938,Yago Lopes,12045738000154,46284205,67351042853
36841441725938,Yago Lopes,12045738000154,46284205,45803921750
36841441725938,Yago Lopes,12045738000154,46284205,39671852491
92368563558090,Bruna Rios,15487239000105,00293108,91438270631
92368563558090,Bruna Rios,15487239000105,00293108,07489162530
31708363916210,Ana Luiza Caldeira,69132740000188,38621964,70692438556
31708363916210,Ana Luiza Caldeira,69132740000188,38621964,86209345700
31708363916210,Ana Luiza Caldeira,69132740000188,38621964,80261594702
31708363916210,Ana Luiza Caldeira,69132740000188,38621964,17640289378
31708363916210,Ana Luiza Caldeira,69132740000188,38621964,60814953298
77610469591275,Luan Lopes,72034691000155,24239298,36957812030
77610469591275,Luan Lopes,72034691000155,24239298,95160832424
37938021995104,Larissa Borges,30526471000107,12903511,29608431506
37938021995104,Larissa Borges,30526471000107,12903511,84369721040
94958640388038,Giovanna Oliveira,51249076000196,06600003,07259863447
94958640388038,Giovanna Oliveira,51249076000196,06600003,36420951780
94958640388038,Giovanna Oliveira,51249076000196,06600003,43802795105
94958640388038,Giovanna Oliveira,51249076000196,06600003,92054176885
31418101669332,Josué Pacheco,25917064000182,69967164,62140385780
31418101669332,Josué Pacheco,25917064000182,69967164,71396428500
66219674139412,Benjamin Jesus,64301582000129,59927208,21076354807
66219674139412,Benjamin Jesus,64301582000129,59927208,79450631875
66219674139412,Benjamin Jesus,64301582000129,59927208,93750641820
11197251339072,Mateus da Cunha,40765321000100,22785802,29806317521
11197251339072,Mateus da Cunha,40765321000100,22785802,03648519298
11197251339072,Mateus da Cunha,40765321000100,22785802,46597032829
11197251339072,Mateus da Cunha,40765321000100,22785802,91035248760
47828502476210,Maria Laura Moraes,02968143000117,20337593,39846570139
47828502476210,Maria Laura Moraes,02968143000117,20337593,87169034204
47828502476210,Maria Laura Moraes,02968143000117,20337593,17562830959
52424117771293,José Pedro Moura,85107936000179,28336395,62743105844
52424117771293,José Pedro Moura,85107936000179,28336395,37860294150
17479002926397,Otávio Montenegro,85912346000119,77487426,59043172804
17479002926397,Otávio Montenegro,85912346000119,77487426,93871524646
30292510768668,Luiz Otávio Carvalho,74938162000101,78972709,08927543114
30292510768668,Luiz Otávio Carvalho,74938162000101,78972709,34891250704
30292510768668,Luiz Otávio Carvalho,74938162000101,78972709,01763594270
30292510768668,Luiz Otávio Carvalho,74938162000101,78972709,92146358700
58517420867076,Juan Garcia,81264579000100,26691371,34891250704
58517420867076,Juan Garcia,81264579000100,26691371,15860293470
17480070874473,Isabel Rios,94753168000111,38477694,19583607401
17480070874473,Isabel Rios,94753168000111,38477694,93728561428
80936677191714,Clara Jesus,56034721000177,79614148,51869432746
80936677191714,Clara Jesus,56034721000177,79614148,49326780538
80936677191714,Clara Jesus,56034721000177,79614148,83627540107
80936677191714,Clara Jesus,56034721000177,79614148,90275134652
80936677191714,Clara Jesus,56034721000177,79614148,76580324929
80936677191714,Clara Jesus,56034721000177,79614148,12437968040
69473503164183,Anthony Rios,65829410000195,14299546,79085436184
69473503164183,Anthony Rios,65829410000195,14299546,31459702832
19859299971035,Gabriel Albuquerque,85674012000154,51684079,75836429065
19859299971035,Gabriel Albuquerque,85674012000154,51684079,08427956185
25476860410992,Dr. Rhavi Peixoto,58763190000189,80536009,15920638451
25476860410992,Dr. Rhavi Peixoto,58763190000189,80536009,46718350966
25476860410992,Dr. Rhavi Peixoto,58763190000189,80536009,71603285407
25476860410992,Dr. Rhavi Peixoto,58763190000189,80536009,35279064874
25476860410992,Dr. Rhavi Peixoto,58763190000189,80536009,25617498002
25476860410992,Dr. Rhavi Peixoto,58763190000189,80536009,21076354807
64976695027218,Maitê das Neves,60453892000108,03741958,49850376139
64976695027218,Maitê das Neves,60453892000108,03741958,97541360252
64976695027218,Maitê das Neves,60453892000108,03741958,69015278458
64976695027218,Maitê das Neves,60453892000108,03741958,29850376112
32079433475841,Maria Julia da Cruz,50689731000164,20275908,14069583289
32079433475841,Maria Julia da Cruz,50689731000164,20275908,03421987505
32079433475841,Maria Julia da Cruz,50689731000164,20275908,47358106920
69871725854728,Yasmin Viana,08241563000183,30526711,97618253455
69871725854728,Yasmin Viana,08241563000183,30526711,03941826506
32456135438855,João Miguel Novaes,52930741000175,19008614,07932685168
32456135438855,João Miguel Novaes,52930741000175,19008614,40321589670
65377797607445,Clara Moraes,39761024000107,75288004,38176425044
65377797607445,Clara Moraes,39761024000107,75288004,92483061796
18165444237469,Olivia Machado,40572381000106,29316665,89217036595
18165444237469,Olivia Machado,40572381000106,29316665,03496518251
91213997453514,Lucca Nogueira,46052873000149,79363781,63924705810
91213997453514,Lucca Nogueira,46052873000149,79363781,96235740107
13144558405863,Gabrielly Pacheco,50427193000130,93532860,27483061987
13144558405863,Gabrielly Pacheco,50427193000130,93532860,08714963566
13144558405863,Gabrielly Pacheco,50427193000130,93532860,80529761386
37601672585366,Rhavi Moreira,61427893000140,08762545,50894713639
37601672585366,Rhavi Moreira,61427893000140,08762545,31270986422
67102729672926,Evelyn Sousa,01375289000196,06505007,17583260930
67102729672926,Evelyn Sousa,01375289000196,06505007,43097265180
67102729672926,Evelyn Sousa,01375289000196,06505007,21736059840
67102729672926,Evelyn Sousa,01375289000196,06505007,34891250704
38530304557842,Sr. Samuel Camargo,28193045000149,22765933,34156082989
38530304557842,Sr. Samuel Camargo,28193045000149,22765933,02945731606
38530304557842,Sr. Samuel Camargo,28193045000149,22765933,70518246353
38530304557842,Sr. Samuel Camargo,28193045000149,22765933,93670842187
68109101340147,Brenda Cunha,32486509000182,57983606,89635407238
68109101340147,Brenda Cunha,32486509000182,57983606,13926054824
93163869945438,João Gabriel Dias,42536710000180,01917470,17583260930
93163869945438,João Gabriel Dias,42536710000180,01917470,16379284591
17599992411154,Antonella Marques,64570293000125,92626309,23457068992
17599992411154,Antonella Marques,64570293000125,92626309,30579264106
56757045939606,João Miguel Lima,46289301000188,09293458,91804327603
56757045939606,João Miguel Lima,46289301000188,09293458,48261057976
15870821978201,Dra. Juliana Novaes,07651438000189,38158084,63804725171
15870821978201,Dra. Juliana Novaes,07651438000189,38158084,97026315803
15870821978201,Dra. Juliana Novaes,07651438000189,38158084,48175602317
15870821978201,Dra. Juliana Novaes,07651438000189,38158084,13092654706
15870821978201,Dra. Juliana Novaes,07651438000189,38158084,63285790121
15870821978201,Dra. Juliana Novaes,07651438000189,38158084,71893450600
91432680502051,Matteo Abreu,34086159000192,82635108,27054398629
91432680502051,Matteo Abreu,34086159000192,82635108,32186907496
91432680502051,Matteo Abreu,34086159000192,82635108,40961872594
28030368506502,Benjamim Pereira,10352798000194,23441207,09742163804
28030368506502,Benjamim Pereira,10352798000194,23441207,85267190411
88899800914356,Ana Cecília Moura,56849712000134,67542742,31540826708
88899800914356,Ana Cecília Moura,56849712000134,67542742,03941826506
40932223580464,Nicole Araújo,13692875000143,57619094,52830176480
40932223580464,Nicole Araújo,13692875000143,57619094,03519428741
40932223580464,Nicole Araújo,13692875000143,57619094,47216985001
63699518472709,Srta. Esther Freitas,64751239000186,20634257,65438971200
63699518472709,Srta. Esther Freitas,64751239000186,20634257,38907126496
63699518472709,Srta. Esther Freitas,64751239000186,20634257,30458679283
82963865422152,Srta. Ana Laura Aparecida,13258674000132,83607810,13790654884
82963865422152,Srta. Ana Laura Aparecida,13258674000132,83607810,79453012823
82963865422152,Srta. Ana Laura Aparecida,13258674000132,83607810,10764529307
17845090185331,Srta. Marcela Brito,39702854000155,66109225,28791640369
17845090185331,Srta. Marcela Brito,39702854000155,66109225,21968345728
17845090185331,Srta. Marcela Brito,39702854000155,66109225,60951374893
19514003587772,Luna da Mota,74928163000175,65043737,92016354780
19514003587772,Luna da Mota,74928163000175,65043737,02718593423
19514003587772,Luna da Mota,74928163000175,65043737,90154268305
19514003587772,Luna da Mota,74928163000175,65043737,17608459220
19514003587772,Luna da Mota,74928163000175,65043737,59814602370
66234183175575,Brayan Carvalho,56378092000100,46525965,64271083950
66234183175575,Brayan Carvalho,56378092000100,46525965,75640839139
66234183175575,Brayan Carvalho,56378092000100,46525965,10937546801
72908391246285,Maria Fernanda Jesus,94527860000121,00999925,47639208556
72908391246285,Maria Fernanda Jesus,94527860000121,00999925,78563419200
72908391246285,Maria Fernanda Jesus,94527860000121,00999925,73285601426
25246814917656,Maria Eduarda da Rosa,03561482000147,59060620,23056749883
25246814917656,Maria Eduarda da Rosa,03561482000147,59060620,03421976813
98905046371495,Antônio Correia,21543876000154,59531023,96415708384
98905046371495,Antônio Correia,21543876000154,59531023,31906782512
98905046371495,Antônio Correia,21543876000154,59531023,58421973673
98905046371495,Antônio Correia,21543876000154,59531023,58091362498
98905046371495,Antônio Correia,21543876000154,59531023,64239701813
70830995694573,Srta. Ana Luiza Nogueira,51943802000176,27807765,29517086458
70830995694573,Srta. Ana Luiza Nogueira,51943802000176,27807765,45921786373
70830995694573,Srta. Ana Luiza Nogueira,51943802000176,27807765,32415790850
70830995694573,Srta. Ana Luiza Nogueira,51943802000176,27807765,73205164970
88461435237757,Júlia Sousa,20957431000158,74839653,62785491076
88461435237757,Júlia Sousa,20957431000158,74839653,31297685059
88461435237757,Júlia Sousa,20957431000158,74839653,18476923546
60610424875881,Ana Beatriz Almeida,05678312000172,78894466,24957083150
60610424875881,Ana Beatriz Almeida,05678312000172,78894466,60951278401
63333980799939,Vitor Hugo Mendonça,09573261000175,49650444,32890574105
63333980799939,Vitor Hugo Mendonça,09573261000175,49650444,47319208504
63333980799939,Vitor Hugo Mendonça,09573261000175,49650444,48079652392
83108027041462,Daniel Nogueira,03672189000157,84003121,03467298150
83108027041462,Daniel Nogueira,03672189000157,84003121,37829405123
39005400139289,Henrique Cirino,20397865000140,88855488,25740613817
39005400139289,Henrique Cirino,20397865000140,88855488,23461907804
39005400139289,Henrique Cirino,20397865000140,88855488,12437968040
10534655205760,Clara Oliveira,07316285000113,72610834,94857632047
10534655205760,Clara Oliveira,07316285000113,72610834,71692548085
97087164708722,Dra. Ana Cecília Duarte,85420917000106,11739730,04538276162
97087164708722,Dra. Ana Cecília Duarte,85420917000106,11739730,78649532047
82716523679964,Manuella Correia,16295807000139,87512988,37042896122
82716523679964,Manuella Correia,16295807000139,87512988,16378954020
94642597677599,Aurora da Rocha,90763185000189,52747400,68429035133
94642597677599,Aurora da Rocha,90763185000189,52747400,46198025306
94642597677599,Aurora da Rocha,90763185000189,52747400,04158367948
94642597677599,Aurora da Rocha,90763185000189,52747400,98574203629
47234948379593,Diego Duarte,32074561000121,63418291,52304196870
47234948379593,Diego Duarte,32074561000121,63418291,79531604207
78048695391212,Nicolas Vasconcelos,14637085000128,60971993,49561082306
78048695391212,Nicolas Vasconcelos,14637085000128,60971993,49130758297
78048695391212,Nicolas Vasconcelos,14637085000128,60971993,58042971397
89059316441016,Gael Câmara,50417693000190,83596017,26370184969
89059316441016,Gael Câmara,50417693000190,83596017,09215376895
89059316441016,Gael Câmara,50417693000190,83596017,37649150216
95646792340651,Luigi Fonseca,43189560000149,44096701,61473928087
95646792340651,Luigi Fonseca,43189560000149,44096701,86257419085
30293303487827,Maria Laura Freitas,54083691000163,57676366,21783046562
30293303487827,Maria Laura Freitas,54083691000163,57676366,92374815005
10489218870731,Marcelo Casa Grande,25014978000133,27209379,29630584700
10489218870731,Marcelo Casa Grande,25014978000133,27209379,13092654706
10489218870731,Marcelo Casa Grande,25014978000133,27209379,08714963566
73848588540252,Alícia Rodrigues,23079854000100,60728778,08569237103
73848588540252,Alícia Rodrigues,23079854000100,60728778,60278139469
73848588540252,Alícia Rodrigues,23079854000100,60728778,26370184969
73848588540252,Alícia Rodrigues,23079854000100,60728778,68390251795
73848588540252,Alícia Rodrigues,23079854000100,60728778,60951278401
99165987631823,Bruno Rodrigues,29654317000123,93412746,02691478378
99165987631823,Bruno Rodrigues,29654317000123,93412746,83672150444
99165987631823,Bruno Rodrigues,29654317000123,93412746,54780932114
99165987631823,Bruno Rodrigues,29654317000123,93412746,12437086978
99165987631823,Bruno Rodrigues,29654317000123,93412746,83920156498
27351291850198,Raul Andrade,82567140000100,42107516,64239870500
27351291850198,Raul Andrade,82567140000100,42107516,17905824314
27351291850198,Raul Andrade,82567140000100,42107516,23198576482
86206114067715,Valentim Pimenta,93860217000152,62941375,80694713520
86206114067715,Valentim Pimenta,93860217000152,62941375,95241306889
86206114067715,Valentim Pimenta,93860217000152,62941375,97401835657
86206114067715,Valentim Pimenta,93860217000152,62941375,53816742017
86206114067715,Valentim Pimenta,93860217000152,62941375,69724503810
86206114067715,Valentim Pimenta,93860217000152,62941375,97618253455
27615620233057,Gabriel da Mota,91407658000178,22892703,80716934213
27615620233057,Gabriel da Mota,91407658000178,22892703,39846570139
27615620233057,Gabriel da Mota,91407658000178,22892703,67148239087
71511415998425,André Cardoso,94178326000157,68879629,40651273943
71511415998425,André Cardoso,94178326000157,68879629,30718924622
12136487277099,Leandro Leão,28765091000175,92889706,50348196270
12136487277099,Leandro Leão,28765091000175,92889706,02793451606
12136487277099,Leandro Leão,28765091000175,92889706,89274160313
30597289899272,Pedro Lucas Nunes,47103526000160,43412898,48326097187
30597289899272,Pedro Lucas Nunes,47103526000160,43412898,49873051600
65855415770362,Isaac da Conceição,05379128000121,82433402,98637241069
65855415770362,Isaac da Conceição,05379128000121,82433402,50369174216
65855415770362,Isaac da Conceição,05379128000121,82433402,46185709384
40904042038093,Antônio da Costa,24936780000144,44700920,60395218721
40904042038093,Antônio da Costa,24936780000144,44700920,98527403188
73885421264590,Natália Pinto,91365702000124,25052029,61057823490
73885421264590,Natália Pinto,91365702000124,25052029,68710592458
81458832645892,Heloísa Siqueira,78310692000161,43178840,92054176885
81458832645892,Heloísa Siqueira,78310692000161,43178840,07648193213
81458832645892,Heloísa Siqueira,78310692000161,43178840,87410253690
42775904165124,Bella Machado,24507319000176,42467440,28653970410
42775904165124,Bella Machado,24507319000176,42467440,09215376895
63808069809577,Ian das Neves,21493765000180,85303105,63891507259
63808069809577,Ian das Neves,21493765000180,85303105,89076324565
95118381512228,Ana Júlia Teixeira,59780124000180,96602462,27501468958
95118381512228,Ana Júlia Teixeira,59780124000180,96602462,78190423622
54419781548764,Manuella da Mota,34026915000198,55865412,18902675467
54419781548764,Manuella da Mota,34026915000198,55865412,79320486565
54419781548764,Manuella da Mota,34026915000198,55865412,49856023106
97521328530081,Emanuella das Neves,90541627000142,38287378,37829405123
97521328530081,Emanuella das Neves,90541627000142,38287378,32580417680
48865034351705,Maysa da Paz,58320491000138,80303046,37284901560
48865034351705,Maysa da Paz,58320491000138,80303046,52640798383
62715189785309,Ryan Pinto,03268759000148,12946733,30821765930
62715189785309,Ryan Pinto,03268759000148,12946733,08924563106
62715189785309,Ryan Pinto,03268759000148,12946733,71542839041
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,25740613817
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,98502473638
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,47639208556
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,16839024598
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,17295683003
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,08152746371
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,75489302160
46482548735924,Gustavo Henrique Monteiro,06345178000150,11870130,58617230444
74824049869952,Benjamin Caldeira,53091468000103,15935935,87092341604
74824049869952,Benjamin Caldeira,53091468000103,15935935,92085613721
33960820567781,Noah Pimenta,52360971000146,08441427,34758210950
33960820567781,Noah Pimenta,52360971000146,08441427,80257639195
99423500390995,Dra. Ana Cecília da Cunha,97124350000100,54357337,41975623819
99423500390995,Dra. Ana Cecília da Cunha,97124350000100,54357337,87359410657
91877333856123,João Pedro Moreira,14327506000114,22528907,32416580744
91877333856123,João Pedro Moreira,14327506000114,22528907,20376418508
91877333856123,João Pedro Moreira,14327506000114,22528907,72308659130
91877333856123,João Pedro Moreira,14327506000114,22528907,90258431660
84807166146992,Ana Julia Moraes,24561083000156,63012569,46037918520
84807166146992,Ana Julia Moraes,24561083000156,63012569,89472653146
84807166146992,Ana Julia Moraes,24561083000156,63012569,24607351970
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,28549713619
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,51763402916
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,45921670316
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,37824519023
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,41379506875
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,17583260930
12014884188035,Sr. João Lucas Garcia,72310958000190,98473232,17094258305
42742044866394,Thiago Mendes,09435617000104,17366390,91408536242
42742044866394,Thiago Mendes,09435617000104,17366390,81523490624
42742044866394,Thiago Mendes,09435617000104,17366390,84657239155
42742044866394,Thiago Mendes,09435617000104,17366390,82197603540
81691335355575,Ana Júlia Martins,42691805000179,94913294,63951082470
81691335355575,Ana Júlia Martins,42691805000179,94913294,24318759032
81691335355575,Ana Júlia Martins,42691805000179,94913294,68140952702
81691335355575,Ana Júlia Martins,42691805000179,94913294,63058219768
81691335355575,Ana Júlia Martins,42691805000179,94913294,58163970286
81691335355575,Ana Júlia Martins,42691805000179,94913294,17029863577
44227786761597,Benicio Alves,04765312000147,55302891,92483061796
44227786761597,Benicio Alves,04765312000147,55302891,17805426902
67867446508046,Rafael Santos,04712596000103,47192067,89076324565
67867446508046,Rafael Santos,04712596000103,47192067,08921753621
35215438377632,Joaquim Fonseca,64132097000179,29824003,52306719470
35215438377632,Joaquim Fonseca,64132097000179,29824003,90845127667
35215438377632,Joaquim Fonseca,64132097000179,29824003,89274160313
93137759420636,Marina da Costa,61307459000127,70907840,39527148014
93137759420636,Marina da Costa,61307459000127,70907840,82396754092
93137759420636,Marina da Costa,61307459000127,70907840,84072196304
93137759420636,Marina da Costa,61307459000127,70907840,57163894066
32311852655772,Eloah Campos,42856903000119,12115864,72548960102
32311852655772,Eloah Campos,42856903000119,12115864,79453260800
32311852655772,Eloah Campos,42856903000119,12115864,67402398510
67587671521714,Sarah Moura,78190645000121,49205836,56107982485
67587671521714,Sarah Moura,78190645000121,49205836,81654970301
21332985127724,Enzo Vargas,69540182000190,26900108,02354187904
21332985127724,Enzo Vargas,69540182000190,26900108,41573290661
21332985127724,Enzo Vargas,69540182000190,26900108,63271450862
